"OFFICIAL_GENE_SYMBOL","Original ID","Value","Gene Name","Species"
"RPL27P1","ENSG00000213867","","ribosomal protein L27 pseudogene 1(RPL27P1)","Homo sapiens"
"RPL27P11","ENSG00000233287","","ribosomal protein L27 pseudogene 11(RPL27P11)","Homo sapiens"
"RPL27P4","ENSG00000225616","","ribosomal protein L27 pseudogene 4(RPL27P4)","Homo sapiens"
"RPL27P6","ENSG00000234488","","ribosomal protein L27 pseudogene 6(RPL27P6)","Homo sapiens"
"RPL28","ENSG00000108107","","ribosomal protein L28(RPL28)","Homo sapiens"
"RPL28P2","ENSG00000237641","","ribosomal protein L28 pseudogene 2(RPL28P2)","Homo sapiens"
"RPL28P5","ENSG00000213293","","ribosomal protein L28 pseudogene 5(RPL28P5)","Homo sapiens"
"RPL29","ENSG00000162244","","ribosomal protein L29(RPL29)","Homo sapiens"
"RPL3","ENSG00000100316","","ribosomal protein L3(RPL3)","Homo sapiens"
"RPL30","ENSG00000156482","","ribosomal protein L30(RPL30)","Homo sapiens"
"RPL31","ENSG00000071082","","ribosomal protein L31(RPL31)","Homo sapiens"
"RPL31P10","ENSG00000213942","","ribosomal protein L31 pseudogene 10(RPL31P10)","Homo sapiens"
"RPL31P17","ENSG00000235225","","ribosomal protein L31 pseudogene 17(RPL31P17)","Homo sapiens"
"RPL31P18","ENSG00000213849","","ribosomal protein L31 pseudogene 18(RPL31P18)","Homo sapiens"
"RPL31P19","ENSG00000227309","","ribosomal protein L31 pseudogene 19(RPL31P19)","Homo sapiens"
"RPL31P2","ENSG00000230837","","ribosomal protein L31 pseudogene 2(RPL31P2)","Homo sapiens"
"RPL31P31","ENSG00000239983","","ribosomal protein L31 pseudogene 31(RPL31P31)","Homo sapiens"
"RPL31P34","ENSG00000231359","","ribosomal protein L31 pseudogene 34(RPL31P34)","Homo sapiens"
"RPL31P38","ENSG00000179131","","ribosomal protein L31 pseudogene 38(RPL31P38)","Homo sapiens"
"RPL31P4","ENSG00000213598","","ribosomal protein L31 pseudogene 4(RPL31P4)","Homo sapiens"
"RPL31P46","ENSG00000241170","","ribosomal protein L31 pseudogene 46(RPL31P46)","Homo sapiens"
"RPL31P49","ENSG00000241680","","ribosomal protein L31 pseudogene 49(RPL31P49)","Homo sapiens"
"RPL31P61","ENSG00000243297","","ribosomal protein L31 pseudogene 61(RPL31P61)","Homo sapiens"
"RPL31P63","ENSG00000236735","","ribosomal protein L31 pseudogene 63(RPL31P63)","Homo sapiens"
"RPL32","ENSG00000144713","","ribosomal protein L32(RPL32)","Homo sapiens"
"RPL32P1","ENSG00000224796","","ribosomal protein L32 pseudogene 1(RPL32P1)","Homo sapiens"
"RPL32P18","ENSG00000146677","","ribosomal protein L32 pseudogene 18(RPL32P18)","Homo sapiens"
"RPL32P24","ENSG00000241020","","ribosomal protein L32 pseudogene 24(RPL32P24)","Homo sapiens"
"RPL32P27","ENSG00000239617","","ribosomal protein L32 pseudogene 27(RPL32P27)","Homo sapiens"
"RPL32P29","ENSG00000244270","","ribosomal protein L32 pseudogene 29(RPL32P29)","Homo sapiens"
"RPL34","ENSG00000109475","","ribosomal protein L34(RPL34)","Homo sapiens"
"RPL34P16","ENSG00000217239","","ribosomal protein L34 pseudogene 16(RPL34P16)","Homo sapiens"
"RPL34P27","ENSG00000232858","","ribosomal protein L34 pseudogene 27(RPL34P27)","Homo sapiens"
"RPL34P31","ENSG00000239223","","ribosomal protein L34 pseudogene 31(RPL34P31)","Homo sapiens"
"RPL34P5","ENSG00000231416","","ribosomal protein L34 pseudogene 5(RPL34P5)","Homo sapiens"
"RPL34P6","ENSG00000231333","","ribosomal protein L34 pseudogene 6(RPL34P6)","Homo sapiens"
"RPL35","ENSG00000136942","","ribosomal protein L35(RPL35)","Homo sapiens"
"RPL35A","ENSG00000182899","","ribosomal protein L35a(RPL35A)","Homo sapiens"
"RPL35P1","ENSG00000237991","","ribosomal protein L35 pseudogene 1(RPL35P1)","Homo sapiens"
"RPL35P5","ENSG00000225573","","ribosomal protein L35 pseudogene 5(RPL35P5)","Homo sapiens"
"RPL36","ENSG00000130255","","ribosomal protein L36(RPL36)","Homo sapiens"
"RPL36A","ENSG00000241343","","ribosomal protein L36a(RPL36A)","Homo sapiens"
"RPL36A-HNRNPH2","ENSG00000257529","","RPL36A-HNRNPH2 readthrough(RPL36A-HNRNPH2)","Homo sapiens"
"RPL36AL","ENSG00000165502","","ribosomal protein L36a like(RPL36AL)","Homo sapiens"
"RPL36AP37","ENSG00000244398","","ribosomal protein L36a pseudogene 37(RPL36AP37)","Homo sapiens"
"RPL36AP45","ENSG00000240366","","ribosomal protein L36a pseudogene 45(RPL36AP45)","Homo sapiens"
"RPL36P12","ENSG00000213361","","ribosomal protein L36 pseudogene 12(RPL36P12)","Homo sapiens"
"RPL36P7","ENSG00000213519","","ribosomal protein L36 pseudogene 7(RPL36P7)","Homo sapiens"
"RPL37","ENSG00000145592","","ribosomal protein L37(RPL37)","Homo sapiens"
"RPL37A","ENSG00000197756","","ribosomal protein L37a(RPL37A)","Homo sapiens"
"RPL37P12","ENSG00000237916","","ribosomal protein L37 pseudogene 12(RPL37P12)","Homo sapiens"
"RPL37P19","ENSG00000240399","","ribosomal protein L37 pseudogene 19(RPL37P19)","Homo sapiens"
"RPL38","ENSG00000172809","","ribosomal protein L38(RPL38)","Homo sapiens"
"RPL39","ENSG00000198918","","ribosomal protein L39(RPL39)","Homo sapiens"
"RPL39L","ENSG00000163923","","ribosomal protein L39 like(RPL39L)","Homo sapiens"
"RPL3P2","ENSG00000227939","","ribosomal protein L3 pseudogene 2(RPL3P2)","Homo sapiens"
"RPL3P4","ENSG00000232573","","ribosomal protein L3 pseudogene 4(RPL3P4)","Homo sapiens"
"RPL3P7","ENSG00000225093","","ribosomal protein L3 pseudogene 7(RPL3P7)","Homo sapiens"
"RPL3P9","ENSG00000240540","","ribosomal protein L3 pseudogene 9(RPL3P9)","Homo sapiens"
"RPL4","ENSG00000174444","","ribosomal protein L4(RPL4)","Homo sapiens"
"RPL41","ENSG00000229117","","ribosomal protein L41(RPL41)","Homo sapiens"
"RPL41P2","ENSG00000256338","","ribosomal protein L41 pseudogene 2(RPL41P2)","Homo sapiens"
"RPL4P3","ENSG00000230364","","ribosomal protein L4 pseudogene 3(RPL4P3)","Homo sapiens"
"RPL4P4","ENSG00000229638","","ribosomal protein L4 pseudogene 4(RPL4P4)","Homo sapiens"
"RPL4P5","ENSG00000230207","","ribosomal protein L4 pseudogene 5(RPL4P5)","Homo sapiens"
"RPL5","ENSG00000122406","","ribosomal protein L5(RPL5)","Homo sapiens"
"RPL5P1","ENSG00000241061","","ribosomal protein L5 pseudogene 1(RPL5P1)","Homo sapiens"
"RPL5P12","ENSG00000242697","","ribosomal protein L5 pseudogene 12(RPL5P12)","Homo sapiens"
"RPL5P17","ENSG00000243859","","ribosomal protein L5 pseudogene 17(RPL5P17)","Homo sapiens"
"RPL5P18","ENSG00000220744","","ribosomal protein L5 pseudogene 18(RPL5P18)","Homo sapiens"
"RPL5P22","ENSG00000239198","","ribosomal protein L5 pseudogene 22(RPL5P22)","Homo sapiens"
"RPL5P23","ENSG00000240395","","ribosomal protein L5 pseudogene 23(RPL5P23)","Homo sapiens"
"RPL5P24","ENSG00000244052","","ribosomal protein L5 pseudogene 24(RPL5P24)","Homo sapiens"
"RPL5P29","ENSG00000242208","","ribosomal protein L5 pseudogene 29(RPL5P29)","Homo sapiens"
"RPL5P3","ENSG00000242276","","ribosomal protein L5 pseudogene 3(RPL5P3)","Homo sapiens"
"RPL5P30","ENSG00000243431","","ribosomal protein L5 pseudogene 30(RPL5P30)","Homo sapiens"
"RPL5P34","ENSG00000234009","","ribosomal protein L5 pseudogene 34(RPL5P34)","Homo sapiens"
"RPL5P5","ENSG00000213051","","ribosomal protein L5 pseudogene 5(RPL5P5)","Homo sapiens"
"RPL5P9","ENSG00000236330","","ribosomal protein L5 pseudogene 9(RPL5P9)","Homo sapiens"
"RPL6","ENSG00000089009","","ribosomal protein L6(RPL6)","Homo sapiens"
"RPL6P1","ENSG00000236111","","ribosomal protein L6 pseudogene 1(RPL6P1)","Homo sapiens"
"RPL6P10","ENSG00000243199","","ribosomal protein L6 pseudogene 10(RPL6P10)","Homo sapiens"
"RPL6P19","ENSG00000230383","","ribosomal protein L6 pseudogene 19(RPL6P19)","Homo sapiens"
"RPL6P27","ENSG00000235552","","ribosomal protein L6 pseudogene 27(RPL6P27)","Homo sapiens"
"RPL7","ENSG00000147604","","ribosomal protein L7(RPL7)","Homo sapiens"
"RPL7A","ENSG00000148303","","ribosomal protein L7a(RPL7A)","Homo sapiens"
"RPL7AP10","ENSG00000240522","","ribosomal protein L7a pseudogene 10(RPL7AP10)","Homo sapiens"
"RPL7AP11","ENSG00000242445","","ribosomal protein L7a pseudogene 11(RPL7AP11)","Homo sapiens"
"RPL7AP16","ENSG00000234329","","ribosomal protein L7a pseudogene 16(RPL7AP16)","Homo sapiens"
"RPL7AP20","ENSG00000234981","","ribosomal protein L7a pseudogene 20(RPL7AP20)","Homo sapiens"
"RPL7AP27","ENSG00000242169","","ribosomal protein L7a pseudogene 27(RPL7AP27)","Homo sapiens"
"RPL7AP30","ENSG00000241741","","ribosomal protein L7a pseudogene 30(RPL7AP30)","Homo sapiens"
"RPL7AP31","ENSG00000242083","","ribosomal protein L7a pseudogene 31(RPL7AP31)","Homo sapiens"
"RPL7AP34","ENSG00000213312","","ribosomal protein L7a pseudogene 34(RPL7AP34)","Homo sapiens"
"RPL7AP39","ENSG00000213385","","ribosomal protein L7a pseudogene 39(RPL7AP39)","Homo sapiens"
"RPL7AP43","ENSG00000213542","","ribosomal protein L7a pseudogene 43(RPL7AP43)","Homo sapiens"
"RPL7AP45","ENSG00000275160","","ribosomal protein L7a pseudogene 45(RPL7AP45)","Homo sapiens"
"RPL7AP50","ENSG00000213609","","ribosomal protein L7a pseudogene 50(RPL7AP50)","Homo sapiens"
"RPL7AP53","ENSG00000235962","","ribosomal protein L7a pseudogene 53(RPL7AP53)","Homo sapiens"
"RPL7AP62","ENSG00000213862","","ribosomal protein L7a pseudogene 62(RPL7AP62)","Homo sapiens"
"RPL7AP66","ENSG00000175886","","ribosomal protein L7a pseudogene 66(RPL7AP66)","Homo sapiens"
"RPL7AP70","ENSG00000235776","","ribosomal protein L7a pseudogene 70(RPL7AP70)","Homo sapiens"
"RPL7L1","ENSG00000146223","","ribosomal protein L7 like 1(RPL7L1)","Homo sapiens"
"RPL7P1","ENSG00000214485","","ribosomal protein L7 pseudogene 1(RPL7P1)","Homo sapiens"
"RPL7P22","ENSG00000226544","","ribosomal protein L7 pseudogene 22(RPL7P22)","Homo sapiens"
"RPL7P23","ENSG00000244363","","ribosomal protein L7 pseudogene 23(RPL7P23)","Homo sapiens"
"RPL7P32","ENSG00000231006","","ribosomal protein L7 pseudogene 32(RPL7P32)","Homo sapiens"
"RPL7P47","ENSG00000228071","","ribosomal protein L7 pseudogene 47(RPL7P47)","Homo sapiens"
"RPL7P57","ENSG00000224401","","ribosomal protein L7 pseudogene 57(RPL7P57)","Homo sapiens"
"RPL7P6","ENSG00000227525","","ribosomal protein L7 pseudogene 6(RPL7P6)","Homo sapiens"
"RPL7P9","ENSG00000137970","","ribosomal protein L7 pseudogene 9(RPL7P9)","Homo sapiens"
"RPL8","ENSG00000161016","","ribosomal protein L8(RPL8)","Homo sapiens"
"RPL8P3","ENSG00000240950","","ribosomal protein L8 pseudogene 3(RPL8P3)","Homo sapiens"
"RPL8P4","ENSG00000213169","","ribosomal protein L8 pseudogene 4(RPL8P4)","Homo sapiens"
"RPL8P5","ENSG00000232926","","ribosomal protein L8 pseudogene 5(RPL8P5)","Homo sapiens"
"RPL9","ENSG00000163682","","ribosomal protein L9(RPL9)","Homo sapiens"
"RPL9P18","ENSG00000213309","","ribosomal protein L9 pseudogene 18(RPL9P18)","Homo sapiens"
"RPL9P25","ENSG00000240821","","ribosomal protein L9 pseudogene 25(RPL9P25)","Homo sapiens"
"RPL9P28","ENSG00000242067","","ribosomal protein L9 pseudogene 28(RPL9P28)","Homo sapiens"
"RPL9P3","ENSG00000240392","","ribosomal protein L9 pseudogene 3(RPL9P3)","Homo sapiens"
"RPL9P32","ENSG00000242100","","ribosomal protein L9 pseudogene 32(RPL9P32)","Homo sapiens"
"RPL9P7","ENSG00000238103","","ribosomal protein L9 pseudogene 7(RPL9P7)","Homo sapiens"
"RPLP0","ENSG00000089157","","ribosomal protein lateral stalk subunit P0(RPLP0)","Homo sapiens"
"RPLP0P10","ENSG00000244705","","ribosomal protein lateral stalk subunit P0 pseudogene 10(RPLP0P10)","Homo sapiens"
"RPLP0P5","ENSG00000232883","","ribosomal protein lateral stalk subunit P0 pseudogene 5(RPLP0P5)","Homo sapiens"
"RPLP0P6","ENSG00000213553","","ribosomal protein lateral stalk subunit P0 pseudogene 6(RPLP0P6)","Homo sapiens"
"RPLP2","ENSG00000177600","","ribosomal protein lateral stalk subunit P2(RPLP2)","Homo sapiens"
"RPN1","ENSG00000163902","","ribophorin I(RPN1)","Homo sapiens"
"RPN2","ENSG00000118705","","ribophorin II(RPN2)","Homo sapiens"
"RPP14","ENSG00000163684","","ribonuclease P/MRP subunit p14(RPP14)","Homo sapiens"
"RPP21","ENSG00000241370","","ribonuclease P/MRP subunit p21(RPP21)","Homo sapiens"
"RPP25","ENSG00000178718","","ribonuclease P and MRP subunit p25(RPP25)","Homo sapiens"
"RPP25L","ENSG00000164967","","ribonuclease P/MRP subunit p25 like(RPP25L)","Homo sapiens"
"RPP30","ENSG00000148688","","ribonuclease P/MRP subunit p30(RPP30)","Homo sapiens"
"RPP38","ENSG00000152464","","ribonuclease P/MRP subunit p38(RPP38)","Homo sapiens"
"RPP40","ENSG00000124787","","ribonuclease P/MRP subunit p40(RPP40)","Homo sapiens"
"RPPH1","ENSG00000277209","","ribonuclease P RNA component H1(RPPH1)","Homo sapiens"
"RPRD1A","ENSG00000141425","","regulation of nuclear pre-mRNA domain containing 1A(RPRD1A)","Homo sapiens"
"RPRD1B","ENSG00000101413","","regulation of nuclear pre-mRNA domain containing 1B(RPRD1B)","Homo sapiens"
"RPRD2","ENSG00000163125","","regulation of nuclear pre-mRNA domain containing 2(RPRD2)","Homo sapiens"
"RPS10","ENSG00000124614","","ribosomal protein S10(RPS10)","Homo sapiens"
"RPS10-NUDT3","ENSG00000270800","","RPS10-NUDT3 readthrough(RPS10-NUDT3)","Homo sapiens"
"RPS10P13","ENSG00000217130","","ribosomal protein S10 pseudogene 13(RPS10P13)","Homo sapiens"
"RPS10P15","ENSG00000213280","","ribosomal protein S10 pseudogene 15(RPS10P15)","Homo sapiens"
"RPS10P2","ENSG00000213950","","ribosomal protein S10 pseudogene 2(RPS10P2)","Homo sapiens"
"RPS10P22","ENSG00000242667","","ribosomal protein S10 pseudogene 22(RPS10P22)","Homo sapiens"
"RPS10P26","ENSG00000239246","","ribosomal protein S10 pseudogene 26(RPS10P26)","Homo sapiens"
"RPS10P4","ENSG00000240776","","ribosomal protein S10 pseudogene 4(RPS10P4)","Homo sapiens"
"RPS10P5","ENSG00000101278","","ribosomal protein S10 pseudogene 5(RPS10P5)","Homo sapiens"
"RPS11","ENSG00000142534","","ribosomal protein S11(RPS11)","Homo sapiens"
"RPS11P5","ENSG00000232888","","ribosomal protein S11 pseudogene 5(RPS11P5)","Homo sapiens"
"RPS12","ENSG00000112306","","ribosomal protein S12(RPS12)","Homo sapiens"
"RPS12P28","ENSG00000240494","","ribosomal protein S12 pseudogene 28(RPS12P28)","Homo sapiens"
"RPS12P29","ENSG00000213939","","ribosomal protein S12 pseudogene 29(RPS12P29)","Homo sapiens"
"RPS12P9","ENSG00000226439","","ribosomal protein S12 pseudogene 9(RPS12P9)","Homo sapiens"
"RPS13","ENSG00000110700","","ribosomal protein S13(RPS13)","Homo sapiens"
"RPS13P2","ENSG00000228929","","ribosomal protein S13 pseudogene 2(RPS13P2)","Homo sapiens"
"RPS13P8","ENSG00000242327","","ribosomal protein S13 pseudogene 8(RPS13P8)","Homo sapiens"
"RPS14","ENSG00000164587","","ribosomal protein S14(RPS14)","Homo sapiens"
"RPS14P1","ENSG00000224114","","ribosomal protein S14 pseudogene 1(RPS14P1)","Homo sapiens"
"RPS15A","ENSG00000134419","","ribosomal protein S15a(RPS15A)","Homo sapiens"
"RPS15AP1","ENSG00000214535","","ribosomal protein S15a pseudogene 1(RPS15AP1)","Homo sapiens"
"RPS15AP11","ENSG00000234093","","ribosomal protein S15a pseudogene 11(RPS15AP11)","Homo sapiens"
"RPS15AP12","ENSG00000232134","","ribosomal protein S15a pseudogene 12(RPS15AP12)","Homo sapiens"
"RPS15AP19","ENSG00000219023","","ribosomal protein S15a pseudogene 19(RPS15AP19)","Homo sapiens"
"RPS15AP24","ENSG00000241511","","ribosomal protein S15a pseudogene 24(RPS15AP24)","Homo sapiens"
"RPS15AP30","ENSG00000227560","","ribosomal protein S15a pseudogene 30(RPS15AP30)","Homo sapiens"
"RPS15AP35","ENSG00000214917","","ribosomal protein S15a pseudogene 35(RPS15AP35)","Homo sapiens"
"RPS15AP40","ENSG00000233921","","ribosomal protein S15a pseudogene 40(RPS15AP40)","Homo sapiens"
"RPS15AP5","ENSG00000223540","","ribosomal protein S15a pseudogene 5(RPS15AP5)","Homo sapiens"
"RPS15P2","ENSG00000235605","","ribosomal protein S15 pseudogene 2(RPS15P2)","Homo sapiens"
"RPS15P4","ENSG00000233762","","ribosomal protein S15 pseudogene 4(RPS15P4)","Homo sapiens"
"RPS15P5","ENSG00000229806","","ribosomal protein S15 pseudogene 5(RPS15P5)","Homo sapiens"
"RPS16","ENSG00000105193","","ribosomal protein S16(RPS16)","Homo sapiens"
"RPS16P7","ENSG00000243445","","ribosomal protein S16 pseudogene 7(RPS16P7)","Homo sapiens"
"RPS17","ENSG00000182774","","ribosomal protein S17(RPS17)","Homo sapiens"
"RPS17P16","ENSG00000232346","","ribosomal protein S17 pseudogene 16(RPS17P16)","Homo sapiens"
"RPS17P2","ENSG00000197575","","ribosomal protein S17 pseudogene 2(RPS17P2)","Homo sapiens"
"RPS18","ENSG00000231500","","ribosomal protein S18(RPS18)","Homo sapiens"
"RPS18P12","ENSG00000230897","","ribosomal protein S18 pseudogene 12(RPS18P12)","Homo sapiens"
"RPS18P14","ENSG00000214093","","ribosomal protein S18 pseudogene 14(RPS18P14)","Homo sapiens"
"RPS18P2","ENSG00000213315","","ribosomal protein S18 pseudogene 2(RPS18P2)","Homo sapiens"
"RPS18P5","ENSG00000242299","","ribosomal protein S18 pseudogene 5(RPS18P5)","Homo sapiens"
"RPS19","ENSG00000105372","","ribosomal protein S19(RPS19)","Homo sapiens"
"RPS19BP1","ENSG00000187051","","ribosomal protein S19 binding protein 1(RPS19BP1)","Homo sapiens"
"RPS19P1","ENSG00000214612","","ribosomal protein S19 pseudogene 1(RPS19P1)","Homo sapiens"
"RPS19P7","ENSG00000228462","","ribosomal protein S19 pseudogene 7(RPS19P7)","Homo sapiens"
"RPS2","ENSG00000140988","","ribosomal protein S2(RPS2)","Homo sapiens"
"RPS20","ENSG00000008988","","ribosomal protein S20(RPS20)","Homo sapiens"
"RPS20P33","ENSG00000242085","","ribosomal protein S20 pseudogene 33(RPS20P33)","Homo sapiens"
"RPS20P6","ENSG00000228399","","ribosomal protein S20 pseudogene 6(RPS20P6)","Homo sapiens"
"RPS21","ENSG00000171858","","ribosomal protein S21(RPS21)","Homo sapiens"
"RPS21-DT","ENSG00000273619","","RPS21 divergent transcript(RPS21-DT)","Homo sapiens"
"RPS21P1","ENSG00000229795","","ribosomal protein S21 pseudogene 1(RPS21P1)","Homo sapiens"
"RPS23","ENSG00000186468","","ribosomal protein S23(RPS23)","Homo sapiens"
"RPS23P8","ENSG00000230629","","ribosomal protein S23 pseudogene 8(RPS23P8)","Homo sapiens"
"RPS24","ENSG00000138326","","ribosomal protein S24(RPS24)","Homo sapiens"
"RPS24P17","ENSG00000243988","","ribosomal protein S24 pseudogene 17(RPS24P17)","Homo sapiens"
"RPS25","ENSG00000118181","","ribosomal protein S25(RPS25)","Homo sapiens"
"RPS26","ENSG00000197728","","ribosomal protein S26(RPS26)","Homo sapiens"
"RPS26P19","ENSG00000244563","","ribosomal protein S26 pseudogene 19(RPS26P19)","Homo sapiens"
"RPS26P31","ENSG00000235459","","ribosomal protein S26 pseudogene 31(RPS26P31)","Homo sapiens"
"RPS27","ENSG00000177954","","ribosomal protein S27(RPS27)","Homo sapiens"
"RPS27AP1","ENSG00000242692","","RPS27A pseudogene 1(RPS27AP1)","Homo sapiens"
"RPS27AP11","ENSG00000218208","","RPS27A pseudogene 11(RPS27AP11)","Homo sapiens"
"RPS27AP12","ENSG00000225224","","RPS27A pseudogene 12(RPS27AP12)","Homo sapiens"
"RPS27AP16","ENSG00000224631","","RPS27A pseudogene 16(RPS27AP16)","Homo sapiens"
"RPS27AP2","ENSG00000232333","","RPS27A pseudogene 2(RPS27AP2)","Homo sapiens"
"RPS27AP5","ENSG00000231767","","ribosomal protein S27a pseudogene 5(RPS27AP5)","Homo sapiens"
"RPS27L","ENSG00000185088","","ribosomal protein S27 like(RPS27L)","Homo sapiens"
"RPS28","ENSG00000233927","","ribosomal protein S28(RPS28)","Homo sapiens"
"RPS28P5","ENSG00000224646","","ribosomal protein S28 pseudogene 5(RPS28P5)","Homo sapiens"
"RPS29","ENSG00000213741","","ribosomal protein S29(RPS29)","Homo sapiens"
"RPS2P11","ENSG00000234080","","ribosomal protein S2 pseudogene 11(RPS2P11)","Homo sapiens"
"RPS2P14","ENSG00000232450","","ribosomal protein S2 pseudogene 14(RPS2P14)","Homo sapiens"
"RPS2P17","ENSG00000213399","","ribosomal protein S2 pseudogene 17(RPS2P17)","Homo sapiens"
"RPS2P20","ENSG00000228981","","ribosomal protein S2 pseudogene 20(RPS2P20)","Homo sapiens"
"RPS2P29","ENSG00000219470","","ribosomal protein S2 pseudogene 29(RPS2P29)","Homo sapiens"
"RPS2P32","ENSG00000232818","","ribosomal protein S2 pseudogene 32(RPS2P32)","Homo sapiens"
"RPS2P33","ENSG00000213750","","ribosomal protein S2 pseudogene 33(RPS2P33)","Homo sapiens"
"RPS2P35","ENSG00000238172","","ribosomal protein S2 pseudogene 35(RPS2P35)","Homo sapiens"
"RPS2P4","ENSG00000196183","","ribosomal protein S2 pseudogene 4(RPS2P4)","Homo sapiens"
"RPS2P40","ENSG00000197149","","ribosomal protein S2 pseudogene 40(RPS2P40)","Homo sapiens"
"RPS2P46","ENSG00000189343","","ribosomal protein S2 pseudogene 46(RPS2P46)","Homo sapiens"
